sex,afqt,arith,word,parag,math
male,147,40,31,38,43
female,149,38,41,35,35
female,147,42,37,32,37
male,150,35,37,35,43
female,147,38,37,38,37
female,153,42,28,50,43
male,153,36,42,41,33
female,155,38,38,44,37
female,151,34,35,35,49
male,153,36,41,38,37
female,151,35,33,44,44
male,152,42,35,38,38
female,152,40,35,38,40
female,152,39,34,41,41
female,149,35,34,38,46
female,153,38,39,29,43
male,151,42,35,41,37
male,155,38,42,41,33
male,150,40,37,38,38
female,151,39,31,41,44
male,152,51,34,20,43
female,151,38,37,35,41
female,151,42,31,41,41
female,153,35,41,41,38
female,154,35,38,38,43
male,155,39,39,35,40
male,155,34,43,38,37
female,149,43,34,38,38
male,151,42,39,38,33
female,154,34,35,50,40
female,149,42,29,44,43
male,152,39,42,32,37
female,152,36,37,44,40
male,152,35,44,26,41
male,153,42,35,32,43
female,151,40,37,32,43
female,150,40,37,38,38
male,149,45,33,35,40
male,153,32,44,38,37
female,152,32,46,29,40
female,151,39,38,35,40
male,152,45,30,38,43
female,152,36,39,38,40
female,154,35,38,50,35
male,153,36,43,38,33
female,149,36,37,38,41
female,154,34,34,53,40
female,151,38,39,32,41
female,153,45,29,38,46
female,153,39,38,41,38
male,153,42,39,35,35
female,153,36,37,47,37
male,150,38,38,35,40
male,150,42,34,38,40
male,153,38,43,35,35
female,153,34,37,41,43
male,153,38,34,41,43
female,149,42,34,32,43
female,149,40,33,47,37
male,149,40,38,29,41
male,155,36,38,38,43
female,153,36,35,50,37
female,153,34,44,38,35
female,151,36,34,41,43
female,152,42,41,26,38
male,151,34,42,38,37
female,153,39,41,32,38
female,153,36,42,41,33
female,153,32,42,44,37
female,151,43,34,32,44
male,151,39,34,41,40
male,152,43,39,38,33
male,153,40,38,32,41
female,151,42,34,38,41
female,151,36,38,47,35
male,149,36,35,41,41
female,153,42,34,50,35
male,150,42,34,32,44
female,154,34,38,44,40
male,151,42,41,23,41
female,155,39,34,47,40
male,151,43,37,29,40
female,151,39,38,35,40
female,151,39,34,41,40
female,155,35,39,41,40
female,151,42,31,41,41
male,153,40,37,41,37
female,153,45,35,44,32
female,151,38,39,38,37
male,151,39,39,23,44
female,151,43,30,44,40
female,153,40,38,44,33
male,151,39,37,32,44
female,154,40,37,41,38
male,152,42,38,32,38
male,155,35,39,41,40
male,153,38,41,26,43
female,153,35,41,38,38
female,152,49,34,35,35
male,151,42,35,35,41
male,152,42,38,32,38
female,155,35,38,38,44
female,153,38,39,41,35
male,152,38,39,23,46
female,153,38,37,35,43
female,151,39,34,41,40
male,151,38,39,38,37
male,153,32,43,41,37
male,152,36,39,38,40
male,150,45,35,35,37
female,153,34,39,35,43
female,153,40,35,44,37
female,155,36,41,44,35
male,155,34,39,41,41
male,152,46,35,23,44
female,149,38,35,35,43
female,150,39,35,35,43
male,151,39,35,32,44
female,155,36,33,50,43
male,151,43,37,32,40
male,151,40,35,32,43
female,149,39,35,29,46
female,149,36,37,38,41
female,151,43,35,35,40
male,151,39,39,26,44
female,155,36,38,38,43
male,150,45,33,41,37
female,154,38,42,29,40
male,153,39,39,38,38
male,152,39,39,38,37
female,150,38,38,29,44
female,149,38,37,32,43
female,153,31,44,38,38
male,150,38,35,35,44
female,150,38,41,23,44
male,153,43,37,35,38
female,150,34,39,32,44
female,151,42,35,38,37
male,155,35,41,38,40
female,149,46,39,26,35
male,153,36,43,35,37
male,152,46,37,29,38
male,155,35,42,35,40
female,154,35,37,41,43
male,153,34,46,32,35
male,153,39,42,29,38
female,152,38,37,44,38
female,154,34,35,50,40
female,152,39,37,44,37
male,149,34,42,26,43
female,149,38,33,41,43
female,151,43,34,38,40
male,153,38,35,38,43
female,151,38,35,41,41
male,155,35,44,29,40
female,152,35,35,47,41
female,153,39,38,38,38
male,152,40,37,35,40
female,151,38,34,44,41
male,153,47,31,23,48
male,152,43,34,41,37
female,151,38,38,35,41
male,151,43,33,29,46
female,152,38,39,38,38
male,149,39,30,41,46
female,155,35,42,29,44
female,153,35,41,38,38
female,149,40,33,41,41
female,153,39,34,47,38
female,149,39,39,32,38
female,154,39,41,38,35
female,153,40,39,35,37
male,155,36,44,35,35
female,154,36,39,41,38
female,150,38,38,35,40
male,153,42,38,41,35
female,152,32,39,44,40
male,151,42,37,32,41
female,153,39,39,38,38
female,155,38,41,38,37
male,150,40,35,29,46
female,155,40,42,35,35
female,151,42,38,32,37
male,149,50,33,35,35
male,149,40,39,26,41
female,153,39,38,41,38
female,153,36,41,41,37
male,155,38,39,35,41
male,151,46,30,41,41
male,152,36,35,47,40
male,154,40,37,41,38
female,153,42,41,35,35
female,155,42,38,38,37
male,150,39,34,38,43
male,151,42,39,38,33
female,155,34,39,41,41
male,152,42,34,26,48
female,151,35,34,41,44
female,153,32,43,35,41
female,149,43,33,41,38
male,153,40,41,32,37
female,154,38,39,35,40
male,152,39,41,35,37
female,149,39,35,41,38
male,150,38,37,38,40
male,153,40,38,32,41
female,153,42,38,41,35
male,150,39,35,35,43
female,151,39,34,35,44
male,152,39,43,35,33
female,151,38,41,41,33
female,155,32,39,41,43
female,151,46,33,35,41
female,149,34,35,41,43
female,150,36,34,38,46
male,151,43,37,29,40
male,153,36,42,32,41
female,151,35,39,50,32
male,153,39,41,35,38
male,151,39,35,38,40
female,151,36,35,38,43
male,151,38,42,38,33
male,149,39,39,32,38
female,149,40,38,35,37
female,153,36,37,41,41
male,153,42,38,38,35
female,149,39,35,41,38
male,153,42,29,35,49
female,151,38,38,41,37
female,151,38,38,41,37
female,155,38,39,41,37
female,153,35,42,38,38
female,154,40,41,32,38
male,151,49,31,35,38
male,151,46,34,32,41
male,149,36,34,44,41
male,151,39,35,35,44
male,149,43,38,29,38
male,153,40,35,38,41
male,151,46,34,38,37
male,149,39,39,32,38
female,151,40,35,35,43
female,153,36,41,32,41
male,150,35,41,29,43
male,151,42,38,35,37
female,153,32,44,35,37
male,153,36,39,38,41
male,153,36,39,35,41
male,153,32,41,47,37
female,149,42,33,47,35
male,153,35,39,41,38
female,149,38,33,41,43
female,153,38,43,32,35
female,155,31,37,41,48
female,153,38,39,29,43
female,152,39,41,35,37
male,151,38,43,29,37
male,154,49,31,32,43
female,156,39,38,44,37
male,156,42,38,38,38
female,152,43,33,47,37
female,154,38,39,38,40
female,154,36,46,29,38
female,154,34,41,35,44
male,154,35,42,32,43
male,154,38,38,41,40
female,156,39,33,50,41
female,156,36,39,41,40
female,156,34,35,44,46
female,154,34,41,41,40
male,154,38,43,41,32
female,154,36,39,44,38
male,156,43,41,38,33
female,156,42,37,41,38
male,152,43,34,38,41
male,154,42,38,32,40
male,154,43,34,35,43
male,156,42,38,38,38
male,154,38,43,41,32
female,152,43,39,32,37
male,152,39,37,38,41
female,152,38,34,38,46
female,154,47,37,35,35
female,156,42,39,35,38
female,154,46,34,35,40
male,152,39,34,44,41
male,154,42,25,41,54
female,152,40,39,26,44
female,152,36,31,50,44
female,154,42,35,38,40
male,152,40,37,38,40
female,152,42,29,56,38
female,156,31,39,47,41
female,154,34,41,35,44
female,154,28,41,53,38
female,156,39,35,44,41
male,152,40,34,38,44
male,154,43,43,29,35
female,156,42,38,38,38
male,154,39,38,32,43
male,152,40,37,38,40
male,156,34,39,47,38
female,156,35,43,38,37
female,154,34,41,41,40
female,154,39,38,32,43
female,152,38,34,38,46
female,152,40,37,38,40
female,156,39,41,32,41
male,156,42,41,32,38
male,152,43,37,32,41
male,154,36,41,41,38
female,152,38,35,35,46
female,156,40,35,44,40
female,156,36,38,44,40
female,156,38,41,38,38
female,156,39,34,47,41
male,154,40,37,44,38
female,156,36,35,50,40
female,154,32,41,47,38
male,154,46,33,32,44
female,154,39,35,38,43
male,156,42,41,32,38
female,154,31,42,38,43
female,154,43,29,47,43
female,156,36,42,35,40
male,156,39,38,38,41
male,152,39,38,35,41
male,156,36,38,44,40
female,156,39,39,35,41
male,156,36,38,44,40
male,154,34,41,41,40
male,154,38,35,38,44
male,156,38,41,38,38
female,156,39,39,41,37
female,154,31,42,38,43
male,154,45,44,26,33
female,154,38,35,47,40
male,154,34,38,47,40
female,154,38,38,32,44
female,154,38,39,38,40
female,152,40,37,38,40
male,156,34,46,32,38
male,154,36,38,47,38
female,156,40,42,29,40
male,154,39,39,29,43
female,156,47,35,44,33
female,156,35,37,47,41
male,152,45,29,44,43
female,154,38,41,35,40
male,156,36,41,32,44
male,154,43,37,44,35
male,152,47,31,38,41
male,154,36,42,38,38
male,154,42,30,38,48
female,156,32,41,44,40
male,152,45,41,29,35
female,157,31,39,41,46
female,155,40,37,35,43
female,153,43,34,44,38
male,156,43,34,41,41
male,154,42,38,23,48
male,156,42,39,38,38
female,153,38,34,32,51
female,153,40,38,35,41
female,158,40,38,44,38
female,157,34,42,35,43
male,157,43,39,35,38
female,155,34,39,44,41
male,155,42,31,32,51
male,153,39,34,38,46
female,155,36,35,47,43
female,156,39,42,32,41
female,157,35,43,38,38
male,158,42,35,44,40
male,157,40,37,41,41
male,154,43,34,38,43
male,154,43,41,23,43
male,158,35,47,35,35
female,156,39,39,50,33
female,157,38,35,44,43
female,155,39,35,47,40
female,156,38,38,47,38
female,156,39,35,47,41
female,157,36,48,32,33
male,155,49,29,38,44
male,155,38,46,35,33
male,156,39,38,41,41
female,156,38,38,47,38
female,155,38,39,38,41
female,157,35,50,23,38
male,157,40,42,29,41
male,158,42,35,44,40
male,157,43,38,38,38
male,155,45,37,35,38
male,156,47,35,32,41
female,155,36,38,41,43
female,155,38,38,47,37
male,158,57,28,32,43
female,153,38,38,35,43
female,155,42,39,29,41
female,157,36,39,41,41
female,154,40,38,29,46
female,158,35,41,38,43
female,154,45,37,32,41
male,153,38,42,26,43
female,155,38,35,53,37
female,157,35,46,32,38
male,153,40,35,41,41
male,154,47,35,29,43
female,156,35,41,53,33
male,158,40,42,35,38
female,158,40,41,38,38
female,155,36,39,38,43
male,155,39,41,35,40
male,156,43,41,35,37
female,154,45,39,32,37
female,156,40,35,47,40
male,157,38,38,38,43
male,156,34,44,38,38
male,158,38,38,44,40
female,155,43,34,41,40
female,156,31,43,41,41
female,156,35,39,50,37
female,158,34,37,47,44
male,154,46,34,38,40
male,155,34,43,35,41
male,157,36,41,38,41
male,158,50,30,32,46
male,155,38,39,38,41
female,158,43,35,50,35
female,156,35,38,47,41
male,158,36,37,53,38
male,156,49,37,35,35
female,156,36,33,44,48
female,158,40,41,38,38
male,155,42,37,35,41
male,153,39,34,38,46
female,155,32,43,47,35
female,153,38,35,41,43
female,157,36,39,47,37
male,153,38,41,29,43
male,158,38,41,38,40
male,155,42,33,44,41
male,158,36,42,41,38
female,155,38,37,44,41
male,154,39,42,26,43
male,158,39,41,32,43
female,157,35,35,44,46
female,154,43,31,44,43
female,156,38,42,38,38
female,156,35,38,53,37
female,157,40,31,53,41
female,157,39,35,50,38
female,156,35,48,35,33
male,158,38,37,41,44
female,153,38,41,29,43
male,157,38,42,41,35
male,155,38,43,35,37
male,155,42,42,32,37
male,158,40,41,38,38
male,158,39,41,44,35
male,153,35,39,32,46
male,155,42,35,38,41
female,156,38,39,44,38
female,156,43,42,32,37
female,157,36,39,41,41
male,156,38,42,38,38
male,155,35,37,35,48
male,158,40,39,41,38
male,157,40,41,38,37
female,155,35,39,44,40
female,155,39,35,38,44
female,154,43,37,32,43
female,155,46,35,32,41
male,156,35,42,38,41
female,156,35,43,41,37
male,156,47,34,41,37
male,156,34,43,41,38
male,156,45,37,29,43
female,157,38,41,32,43
female,155,39,39,38,40
male,153,45,31,38,44
female,155,38,35,47,41
female,157,40,39,35,41
male,157,38,38,38,43
female,157,31,38,44,46
female,157,36,42,41,37
female,156,39,38,41,41
male,155,39,35,47,40
female,156,42,38,41,38
male,158,38,44,29,40
male,155,51,34,20,46
male,156,45,39,38,35
female,155,42,34,41,41
female,156,35,42,38,41
female,157,35,35,44,46
female,154,39,38,35,43
female,153,40,39,32,41
female,156,40,41,35,40
male,156,46,34,29,46
female,157,38,44,35,35
female,158,38,38,38,44
male,158,35,38,44,43
male,158,36,44,35,38
female,156,35,43,41,37
male,156,34,47,32,38
male,156,36,34,41,48
female,157,40,34,47,41
female,155,35,38,47,40
female,157,40,42,29,41
female,155,38,38,41,41
female,158,36,43,38,38
female,155,39,33,53,40
male,155,39,41,26,44
female,154,40,31,44,46
male,158,35,35,50,43
female,157,43,38,38,38
male,156,35,42,44,37
male,154,47,31,38,43
male,155,39,39,38,40
male,157,36,43,38,37
male,158,45,37,47,33
male,153,43,35,41,38
male,155,38,42,38,37
male,155,42,41,35,37
male,156,32,46,35,40
male,156,39,41,41,37
female,158,36,38,50,38
female,158,42,37,41,40
female,157,40,38,38,41
female,157,40,38,38,41
female,155,34,39,44,41
female,156,36,39,44,40
male,153,39,35,35,46
male,157,40,38,38,41
male,157,43,42,29,38
male,155,34,43,41,37
female,155,30,43,41,41
female,155,38,38,41,41
male,156,39,42,32,41
male,159,42,38,38,41
male,158,39,39,38,43
female,157,38,37,44,43
male,160,42,39,41,38
male,159,39,42,35,40
male,158,39,39,38,43
female,157,36,44,38,37
male,157,34,43,50,33
female,158,34,43,35,44
female,158,39,39,38,43
female,159,34,38,50,41
male,159,34,42,41,41
male,160,40,41,38,40
male,158,40,39,44,38
female,159,38,39,41,41
male,159,39,42,35,40
male,158,35,44,32,43
male,157,36,47,32,37
male,158,39,37,44,43
male,157,40,41,35,41
female,157,38,39,38,43
female,159,40,35,44,43
female,158,36,38,53,38
female,157,45,35,38,40
female,155,32,34,44,51
male,159,42,37,41,41
female,156,36,35,35,52
male,158,38,42,38,40
male,155,43,34,38,44
male,157,36,44,32,41
male,157,40,42,38,37
female,159,35,37,47,44
male,158,42,39,38,40
female,159,34,38,50,41
male,160,42,38,44,38
male,157,36,43,35,41
female,159,39,38,38,44
male,158,35,44,47,33
female,158,43,33,44,43
female,160,35,42,41,41
female,157,39,37,50,38
female,157,39,33,44,46
female,158,39,42,44,35
female,159,35,41,44,40
male,159,54,26,23,55
male,159,43,38,38,40
male,157,36,43,41,37
female,160,43,41,32,41
female,160,43,39,41,37
female,160,32,46,38,40
male,158,42,38,41,40
male,158,47,38,41,35
male,159,42,37,41,41
female,160,36,43,38,40
male,160,40,41,38,40
female,155,39,37,32,48
male,156,40,42,26,44
female,157,39,39,44,38
female,155,42,35,41,41
female,160,40,35,44,44
female,155,47,38,29,40
male,157,36,38,53,37
female,160,39,41,38,41
male,159,35,38,44,44
female,160,36,41,44,40
male,158,39,43,29,43
female,159,42,39,35,41
female,159,35,39,47,40
female,158,45,38,32,41
male,160,39,35,50,41
male,155,43,37,38,40
male,155,47,37,32,40
female,156,43,37,38,41
female,157,31,44,44,38
male,157,42,38,32,43
female,155,43,35,41,40
female,160,39,35,56,37
male,158,38,39,44,40
male,159,39,37,47,40
male,159,45,38,38,38
male,157,38,39,50,35
female,160,34,44,41,38
female,159,36,37,47,43
male,160,39,42,35,41
female,157,40,43,41,33
female,157,49,30,38,44
female,157,39,38,47,38
male,157,40,41,35,41
male,159,39,39,35,44
male,157,39,44,32,38
female,160,39,43,38,37
female,157,38,37,44,43
female,158,42,37,44,40
female,156,40,35,35,48
male,157,43,38,41,38
male,156,40,34,44,44
female,158,47,34,35,43
female,158,39,33,53,43
female,157,38,39,38,43
female,159,34,44,35,41
female,159,39,41,38,40
female,158,43,39,44,35
male,157,39,42,38,38
male,158,35,47,41,33
female,159,35,38,50,40
male,158,39,39,38,43
female,158,40,43,35,38
male,158,45,35,38,41
female,159,34,42,41,41
female,156,36,33,41,52
female,156,40,30,53,44
male,157,38,37,44,43
female,155,40,39,32,43
male,160,43,41,38,37
female,158,38,42,32,44
male,158,45,35,38,41
female,159,38,42,41,37
male,156,43,34,44,41
female,159,38,37,47,41
male,160,38,41,32,46
female,158,38,42,38,40
female,157,36,42,44,37
female,156,40,37,38,44
male,160,40,39,41,40
male,157,49,37,29,40
female,160,39,41,44,37
female,155,47,33,41,40
male,158,38,39,44,40
female,158,40,39,29,46
male,160,34,46,38,38
male,158,35,47,38,35
female,155,40,39,32,43
female,159,40,39,47,35
male,158,40,39,56,30
female,160,35,47,29,41
female,160,38,41,44,38
female,159,42,37,41,41
female,158,43,35,38,43
female,159,43,38,38,40
female,157,40,43,29,41
female,157,36,43,35,41
female,155,45,38,35,38
male,160,43,38,38,41
female,160,39,42,35,41
male,159,35,43,38,40
male,158,45,39,38,37
male,157,42,35,38,43
male,159,43,35,44,40
female,155,47,37,32,40
male,159,38,42,47,33
female,157,45,34,35,44
male,160,38,41,44,38
female,159,34,44,35,41
male,160,40,38,44,40
male,160,42,42,35,38
male,158,45,39,38,37
female,158,42,42,32,40
male,157,39,43,35,38
female,160,35,48,32,37
female,157,36,42,44,37
female,157,45,31,41,44
female,159,34,43,44,37
female,160,35,46,38,37
female,159,38,39,47,37
male,155,42,38,35,41
male,155,45,37,38,38
female,156,46,34,44,38
male,159,35,42,41,40
female,155,43,34,44,40
male,158,38,39,44,40
female,161,38,38,44,43
male,161,38,41,38,43
male,159,39,42,38,40
male,158,50,29,44,44
male,162,40,37,41,46
female,157,42,34,44,43
female,157,36,35,41,49
male,162,45,38,38,41
female,161,35,43,44,38
female,161,42,35,44,43
female,158,46,35,41,40
female,161,38,34,53,43
male,160,45,35,38,43
male,160,54,31,41,38
female,162,46,39,35,40
female,159,45,38,53,30
male,157,42,38,35,43
female,162,42,38,44,40
male,158,42,41,29,44
female,160,42,42,38,38
male,159,40,37,44,43
male,159,34,47,38,37
male,157,42,35,41,43
male,159,38,41,41,41
female,158,38,35,41,48
male,159,35,41,47,40
male,161,35,41,38,46
female,162,43,39,35,43
female,162,35,46,32,43
male,159,39,39,38,44
male,159,39,41,41,40
male,162,38,44,35,40
female,159,39,38,41,44
male,159,43,34,35,48
female,159,35,43,41,40
female,157,45,38,35,40
male,161,38,46,38,35
female,161,39,41,44,38
male,160,39,37,35,49
male,157,46,34,38,43
male,161,55,29,23,52
male,157,42,35,41,43
female,160,36,44,38,40
female,162,38,39,47,40
female,160,46,34,35,46
male,158,40,39,32,46
male,162,40,39,47,38
female,157,43,38,29,46
female,159,39,34,41,48
male,160,43,43,35,37
male,160,39,35,38,49
male,159,50,39,29,37
male,162,39,48,32,35
male,159,47,34,41,40
male,159,39,43,35,40
male,160,38,48,29,38
female,161,39,39,47,38
male,160,40,35,47,44
female,159,45,35,32,46
male,161,46,44,29,35
female,158,43,34,44,43
male,159,35,41,41,44
male,160,40,47,26,40
male,161,36,46,38,37
female,160,40,37,44,44
female,162,42,42,35,40
female,157,39,34,44,46
female,162,43,41,32,43
female,160,45,37,35,43
female,159,34,50,35,35
female,162,38,41,44,40
male,161,36,42,41,41
male,162,38,41,44,40
female,161,36,39,47,41
female,161,34,39,47,43
female,162,38,43,38,40
female,159,49,33,29,48
male,159,43,39,38,40
female,161,43,39,41,38
female,157,47,34,32,46
female,157,45,33,41,44
male,159,38,42,44,37
female,162,36,43,44,38
male,157,45,33,41,44
male,159,43,39,38,40
male,162,40,38,38,46
female,162,47,37,47,35
male,161,43,39,41,38
female,161,40,41,44,37
female,159,45,38,41,38
female,159,38,41,41,41
female,161,42,33,50,43
female,162,39,41,38,43
female,162,38,42,41,40
male,159,38,42,44,37
female,160,36,41,47,40
male,160,35,47,38,37
male,161,40,41,38,41
female,161,40,35,50,41
male,157,42,38,35,43
female,160,40,41,41,40
female,160,43,38,41,41
female,159,47,35,38,40
female,158,46,29,44,48
female,162,43,38,38,43
male,157,45,34,38,44
male,158,47,33,41,43
male,159,39,39,44,40
female,160,43,30,44,49
female,159,39,37,35,48
female,157,46,30,47,43
male,160,40,43,35,40
male,160,42,37,35,46
female,162,42,39,41,40
female,159,39,37,50,40
male,160,43,35,32,49
female,160,36,46,29,44
female,159,43,34,41,44
male,160,40,50,32,32
male,159,38,41,47,37
male,161,43,41,38,38
female,160,45,38,47,35
female,161,35,41,38,46
female,162,45,42,41,33
female,159,42,39,38,41
female,162,38,38,50,40
female,160,42,39,44,38
female,161,38,43,44,35
female,159,42,34,50,41
female,158,42,35,35,48
female,160,36,42,38,44
male,159,36,46,44,33
female,159,34,42,50,37
male,159,39,39,38,44
male,161,40,39,41,41
female,162,39,43,44,35
female,160,34,48,35,38
male,160,42,42,38,38
male,160,45,37,35,43
female,162,34,43,38,44
female,159,40,42,32,43
male,158,45,37,38,41
male,159,35,43,41,40
male,159,54,25,47,43
female,162,39,39,53,35
male,162,45,46,38,29
female,159,42,43,41,33
female,160,40,33,44,48
female,159,36,38,47,43
male,160,36,47,32,40
male,157,49,34,32,44
female,160,40,41,35,44
female,159,36,43,35,43
female,159,39,39,44,40
female,159,39,43,35,40
male,161,36,46,35,41
male,162,38,39,44,44
female,160,35,44,50,35
female,163,46,41,32,41
male,162,40,38,41,46
female,164,39,44,41,37
male,163,50,41,32,37
male,161,34,42,44,43
male,162,32,44,47,40
male,164,45,41,32,43
female,163,46,39,47,33
male,163,46,44,29,37
female,160,42,37,38,46
female,162,38,46,35,40
female,161,47,35,47,38
female,163,39,39,47,40
female,162,40,41,35,46
female,161,40,34,41,49
male,164,36,42,47,40
male,162,45,39,38,41
male,163,36,44,35,43
female,163,46,39,47,33
male,162,39,41,41,43
female,161,40,39,44,41
male,162,43,38,41,43
female,160,43,33,41,49
male,163,45,38,44,38
male,161,53,28,44,44
male,163,42,42,41,37
male,161,36,42,44,41
female,163,39,41,38,44
male,163,35,43,44,40
male,161,42,41,35,43
female,164,40,38,44,44
male,162,34,46,41,40
male,161,34,43,41,43
female,161,43,43,35,38
female,164,42,42,41,38
male,163,43,39,41,40
male,163,40,35,50,43
female,163,40,43,44,35
female,164,35,44,41,41
male,163,43,42,35,40
male,164,43,42,41,37
female,163,43,34,47,44
female,163,35,41,44,44
female,161,40,41,41,41
male,162,42,35,38,48
male,163,43,43,32,40
male,164,38,43,44,38
female,161,35,46,41,38
female,164,35,41,50,41
male,161,36,43,50,35
female,161,45,46,35,32
male,164,42,43,38,38
male,164,45,41,44,35
female,161,36,44,47,35
female,162,43,37,44,43
female,163,38,44,41,37
female,162,39,43,35,43
female,164,35,39,41,49
female,164,45,41,44,35
female,162,39,39,44,43
male,162,46,41,35,40
female,161,36,43,41,41
male,161,46,37,35,43
male,163,38,42,47,37
female,162,45,39,44,37
female,161,40,38,47,41
male,163,42,39,41,41
male,164,39,42,41,41
male,162,43,43,29,43
male,164,42,41,32,46
female,163,42,39,41,41
male,161,46,43,35,35
male,164,40,42,35,44
female,163,39,35,44,48
female,160,45,37,38,43
male,162,38,41,41,44
female,162,38,37,50,44
female,163,39,42,41,40
female,161,42,37,44,43
female,163,40,41,38,43
male,163,42,41,44,37
female,163,40,37,47,43
male,163,35,41,50,40
female,162,36,42,50,38
male,162,49,37,44,37
male,161,45,35,38,44
male,161,38,50,35,33
female,160,39,37,38,49
female,161,40,42,38,41
male,162,38,41,41,44
female,163,42,41,38,41
male,160,49,35,35,43
female,159,50,37,32,41
male,162,36,42,38,46
female,164,39,39,47,41
male,163,40,44,29,43
female,161,31,44,47,40
female,163,42,38,44,41
female,161,36,44,38,41
female,164,42,35,44,46
female,161,39,41,35,46
male,159,49,33,35,46
female,164,36,39,53,40
female,163,42,39,47,37
male,161,35,44,32,46
male,163,38,42,41,41
female,161,43,41,41,38
male,164,39,43,44,37
female,162,38,42,38,44
female,160,42,35,41,46
female,160,31,44,56,35
female,162,38,41,47,40
female,163,42,39,41,41
female,162,36,42,50,38
female,161,32,42,50,41
male,163,36,43,38,43
female,164,42,42,41,38
male,159,43,35,41,44
male,162,43,38,41,43
male,162,40,43,41,38
male,163,43,38,44,40
male,162,42,43,35,40
male,162,49,38,32,41
female,160,45,35,41,43
male,163,40,43,32,43
female,164,38,43,44,38
female,164,43,37,53,37
male,164,39,39,53,37
male,163,34,43,44,41
female,162,35,42,44,43
female,163,39,42,35,44
male,163,38,44,35,41
female,163,40,39,41,43
female,162,42,41,26,48
female,163,43,38,38,44
female,164,35,42,47,41
male,163,45,39,41,38
female,161,34,39,50,43
female,164,38,44,41,38
female,161,43,35,38,46
female,161,39,39,50,38
male,163,42,42,41,37
female,164,46,39,41,38
female,162,40,42,32,46
male,161,46,34,41,43
female,164,39,42,41,41
male,161,47,31,41,46
male,162,42,43,29,44
male,164,43,37,47,41
female,161,38,43,47,35
male,164,43,35,50,41
female,161,43,41,41,38
female,164,39,41,32,49
female,162,35,48,38,37
female,161,38,41,56,33
male,160,50,30,41,46
male,161,40,41,26,49
female,164,39,44,41,37
female,162,42,39,44,40
male,163,43,41,32,44
male,161,40,43,35,41
female,164,35,43,44,41
female,162,38,35,47,48
female,161,39,43,41,38
female,164,39,43,38,41
female,161,38,42,38,43
female,164,42,42,41,38
female,163,38,46,38,37
male,161,36,44,44,37
male,160,31,54,35,35
male,161,38,41,41,43
female,163,40,35,50,43
male,161,38,47,38,35
male,162,39,43,35,43
male,164,40,34,53,44
female,161,46,37,35,43
male,164,36,38,50,44
female,162,34,41,47,44
male,161,50,38,26,43
male,162,31,44,47,41
male,163,38,42,41,41
female,164,40,38,50,40
male,160,35,50,38,35
male,161,38,38,47,43
male,161,49,38,32,40
male,164,42,35,44,46
male,164,38,44,41,38
male,159,49,31,38,46
male,163,36,38,38,51
male,162,42,39,44,40
male,162,40,48,29,38
male,164,39,42,47,37
female,163,36,42,41,43
male,165,43,39,35,46
female,163,38,43,47,37
male,164,42,46,35,38
female,163,40,39,44,43
male,166,38,48,32,40
female,166,43,43,32,43
male,162,53,37,38,37
female,162,46,35,41,44
female,164,39,41,47,41
female,164,42,38,41,46
female,163,36,42,44,43
female,162,47,31,50,43
female,163,38,39,50,41
female,166,36,43,38,46
female,166,45,34,53,41
female,165,39,38,44,46
female,164,42,41,47,38
female,164,45,33,53,43
male,165,47,42,35,38
male,163,39,43,41,40
female,165,45,38,44,40
male,166,38,43,44,40
female,165,38,42,41,43
male,162,43,59,20,29
male,161,40,38,35,49
male,166,38,41,44,44
male,163,39,41,41,44
female,163,38,39,50,41
male,164,47,41,35,41
female,164,39,44,38,41
male,164,36,42,44,44
female,162,49,34,44,41
male,166,45,41,38,41
male,162,53,41,29,37
female,164,45,37,44,43
female,164,36,44,47,38
male,164,50,42,32,38
female,165,40,43,44,37
male,164,39,46,35,41
male,166,42,38,50,40
male,163,47,39,50,32
female,163,39,39,44,44
male,162,42,41,29,48
female,162,46,38,35,44
female,165,45,37,47,40
female,163,38,43,47,37
male,164,42,41,47,38
male,165,40,38,50,41
male,163,36,44,38,43
male,162,47,38,35,43
male,161,49,41,29,40
male,165,40,47,35,37
female,164,38,39,44,46
male,164,43,39,44,41
female,163,42,41,41,41
male,164,35,50,32,41
male,163,47,43,29,40
female,162,35,46,53,33
female,166,39,38,50,43
female,163,39,35,53,44
female,165,36,44,41,41
male,166,38,43,38,44
female,164,35,47,38,41
female,164,39,43,47,37
male,163,39,46,35,40
female,163,38,43,41,41
female,164,42,42,44,38
male,163,42,42,38,41
female,166,38,41,44,44
male,166,38,42,41,44
female,162,46,29,44,52
female,164,34,42,44,46
female,166,43,39,41,43
female,164,43,41,47,37
male,163,38,41,47,41
female,165,34,42,47,43
male,166,47,34,47,43
male,164,42,42,44,38
female,163,38,44,44,37
male,163,43,41,35,44
male,164,36,46,35,44
female,163,39,39,44,44
male,163,36,39,50,43
male,162,34,48,41,38
female,165,40,38,50,41
male,164,53,31,32,49
male,163,36,44,47,37
female,165,39,37,47,46
male,166,40,41,38,46
male,166,38,39,47,44
male,163,42,39,56,33
male,163,42,46,35,37
female,163,36,42,44,43
male,165,40,46,32,41
male,165,39,44,41,38
male,164,43,44,32,41
female,163,46,37,44,41
female,164,42,44,38,38
female,165,36,42,47,41
female,163,39,39,44,44
male,165,34,46,38,43
male,165,43,44,35,38
male,164,36,48,35,40
female,164,40,46,29,44
